,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
159,2016-06-08,20.6,27.0,14.3,0.0,8.5,,,2.1,17.6,1006.9,73,1012.4
160,2016-06-09,19.6,26.3,16.5,11.5,0.9,,,1.8,19.7,1005.2,87,1010.7
161,2016-06-10,16.1,20.8,12.9,,10.8,,,2.0,17.1,1007.2,94,1012.8
162,2016-06-11,15.1,18.3,13.1,,9.9,,,2.1,15.2,1010.7,89,1016.3
163,2016-06-12,18.3,23.4,12.9,0.0,7.5,,,1.8,17.6,1006.5,84,1012.1
164,2016-06-13,17.9,20.3,15.5,16.0,0.0,,,1.7,18.7,1001.3,92,1006.8
165,2016-06-14,16.0,18.3,15.0,6.0,0.0,,,1.7,17.1,1001.1,94,1006.6
166,2016-06-15,16.2,18.7,14.8,0.5,0.0,,,1.7,16.8,1006.1,91,1011.7
167,2016-06-16,17.9,20.3,15.2,17.5,0.0,,,1.8,19.6,1001.7,95,1007.2
168,2016-06-17,20.1,25.7,16.6,8.5,4.3,,,1.5,20.0,998.0,86,1003.4
169,2016-06-18,17.8,22.4,15.5,,7.7,,,1.9,17.9,1007.0,88,1012.5
170,2016-06-19,19.6,24.8,16.4,0.0,1.6,,,1.8,19.6,1009.1,86,1014.6
171,2016-06-20,19.7,24.4,17.2,31.0,2.8,,,1.9,20.9,1001.9,91,1007.4
172,2016-06-21,17.8,22.8,15.5,0.5,6.7,,,1.6,18.6,1003.8,92,1009.3
173,2016-06-22,15.1,17.1,13.9,2.0,0.0,,,2.2,16.5,1005.9,96,1011.5
174,2016-06-23,14.3,15.4,13.5,47.0,0.0,,,1.3,16.2,1002.6,99,1008.2
175,2016-06-24,16.2,18.2,14.8,5.5,0.0,,,1.2,18.4,1002.5,100,1008.0
176,2016-06-25,19.7,23.8,17.4,14.0,0.1,,,1.7,20.4,992.8,89,998.3
177,2016-06-26,20.5,24.0,17.6,0.0,7.5,,,2.3,14.7,997.3,62,1002.7
178,2016-06-27,17.3,20.9,15.1,,7.0,,,2.2,15.1,1008.6,77,1014.2
179,2016-06-28,18.2,22.4,15.1,0.0,0.1,,,1.4,18.1,1008.3,87,1013.8
180,2016-06-29,16.7,18.5,14.5,,10.0,,,1.9,17.6,1009.6,93,1015.2
181,2016-06-30,20.5,25.7,15.6,,1.1,,,2.0,19.8,1007.3,83,1012.8
182,2016-07-01,20.1,22.6,17.8,,11.0,,,1.6,20.1,1007.4,86,1012.9
183,2016-07-02,22.2,28.5,18.6,2.5,0.6,,,2.1,23.5,1002.7,88,1008.1
184,2016-07-03,22.3,26.2,17.6,0.5,0.9,,,2.6,20.3,999.7,76,1005.1
185,2016-07-04,18.8,28.1,16.1,,5.7,,,2.7,17.6,1006.6,81,1012.2
186,2016-07-05,16.2,19.0,14.6,,4.1,,,2.3,15.6,1016.2,85,1021.8
187,2016-07-06,17.6,24.1,15.0,6.5,1.5,,,1.8,18.8,1008.2,93,1013.8
188,2016-07-07,16.1,18.2,15.1,0.0,0.2,,,2.5,16.2,1009.5,88,1015.1
189,2016-07-08,18.9,25.2,15.5,0.0,10.1,,,1.5,18.9,1007.6,87,1013.1
190,2016-07-09,19.2,22.1,16.9,1.0,0.2,,,1.6,21.0,1001.2,94,1006.7
191,2016-07-10,21.2,25.8,17.8,0.0,9.1,,,1.7,22.1,997.3,88,1002.8
192,2016-07-11,18.1,22.6,15.3,,6.5,,,1.9,18.7,1000.3,90,1005.8
193,2016-07-12,18.8,22.3,14.5,,12.9,,,2.4,18.0,1001.3,83,1006.8
194,2016-07-13,21.2,25.8,16.8,0.0,11.9,,,2.1,20.9,997.8,83,1003.2
195,2016-07-14,19.5,20.5,17.4,74.0,0.0,,,2.2,22.6,993.4,100,998.8
196,2016-07-15,17.2,18.9,15.7,14.5,1.3,,,2.1,19.0,997.4,97,1002.9
197,2016-07-16,17.6,20.1,15.5,0.0,3.2,,,1.8,19.3,1002.5,96,1008.0
198,2016-07-17,20.5,24.4,17.7,4.0,0.1,,,1.1,23.5,1001.6,97,1007.0
199,2016-07-18,20.4,23.8,18.6,,6.6,,,1.9,22.5,1002.3,94,1007.8
200,2016-07-19,20.0,23.2,18.4,0.5,4.0,,,1.7,21.8,1004.3,93,1009.7
201,2016-07-20,18.2,20.4,16.8,1.0,0.1,,,2.0,19.9,1008.5,95,1014.0
202,2016-07-21,17.9,21.6,15.8,,5.3,,,1.8,18.8,1010.0,91,1015.6
203,2016-07-22,17.5,20.9,15.2,,9.0,,,2.4,16.9,1011.1,84,1016.7
